,Unnamed: 0,BRAND,CATEGORY,A ending?,"Plosive ending? (p,b,t,d,k,g)","Sonorant ending? (m,n,ng,l,r)","Fricative ending? (f,v,th,s,z,sh,ch,dge)","1st letter fricative? (f,v,th,s,z,sh,ch,j)","Total # of sonorants (m,n,l,r,w,y)","Total # of vowels (a, e, i, o, u)","1st letter plosive? (p,b,t,d,k,g)","Total # of plosives  (p,b,t,d,k,g)","VowelEnding? (a, e, i, o, u,y)",# of letters,"# of fricatives (f,v,th,s,z,sh,ch,j)","1st letter vowel? (a, e, i, o, u)","1st letter sonorant? (m,n,l,r,w,y)",Front Vowels,Back Vowels
376,2464,fuelman,B111 Credit Cards,0,0,1,0,1,3,3,0,0,0,7,1,0,0,1,1
1957,26410,fuggler,G541 Stuffed Toys,0,0,1,0,1,2,2,0,2,0,7,1,0,0,1,1
1726,24846,fujifilm,G141 Cameras (Excl Video),0,0,1,0,1,2,3,0,0,0,8,3,0,0,2,1
475,4215,fundrise,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,1,2,3,0,1,1,8,2,0,0,2,1
1740,24925,furbo,G141 Cameras (Excl Video),0,0,0,0,1,1,2,0,1,1,5,1,0,0,0,2
1949,26372,furby,G511 Elec & Video Games & Sftwr (Excl PC&Net),0,0,0,0,1,2,1,0,1,1,5,1,0,0,1,1
1270,22935,fuze,D543 Nutritional Supplements,0,0,0,0,1,0,2,0,0,1,4,2,0,0,1,1
94,402,gabba,A141 Sportswear & Athleticwear,1,0,0,0,0,0,2,1,3,1,5,0,0,0,0,0
1987,26530,gaia,"H111 Dinnerware, Glassware & Pottery",1,0,0,0,0,0,3,1,1,1,4,0,0,0,1,0
1843,25791,gamakatsu,G411 Fishing Tackle & Equipment,0,0,0,0,0,1,4,1,3,1,9,1,0,0,0,1
1718,24802,gambrinus,F611 Regular Beer & Ale,0,0,0,1,0,3,3,1,2,0,9,1,0,0,1,1
1576,24084,gamesa,F343 Cookies & Crackers,1,0,0,0,0,1,3,1,1,1,6,1,0,0,1,0
2444,32004,gamestop,V363 Toy Stores,0,1,0,0,0,1,3,1,3,0,8,1,0,0,1,1
95,403,gamiss,A141 Sportswear & Athleticwear,0,0,0,1,0,1,2,1,1,0,6,2,0,0,1,0
96,410,garanimals,A141 Sportswear & Athleticwear,0,0,0,1,0,4,4,1,1,0,10,1,0,0,1,0
1271,22942,garligest,D543 Nutritional Supplements,0,1,0,0,0,2,3,1,3,0,9,1,0,0,2,0
1272,22943,garlique,D543 Nutritional Supplements,0,0,0,0,0,2,4,1,1,1,8,0,0,0,2,1
22,99,garneau,A141 Sportswear & Athleticwear,0,0,0,0,0,2,4,1,1,1,7,0,0,0,1,1
1065,21919,garnier,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,1,0,0,3,3,1,1,0,7,0,0,0,1,0
2255,27343,garrett,H625 Security & Fire Safety Systems,0,1,0,0,0,2,2,1,3,0,7,0,0,0,1,0
2338,27598,gatehands,H625 Security & Fire Safety Systems,0,0,0,1,0,1,3,1,3,0,9,1,0,0,1,0
1188,22587,gatorade,D543 Nutritional Supplements,0,0,0,0,0,1,4,1,3,1,8,0,0,0,1,1
317,1510,gatorz,A430 Sunglasses,0,0,0,1,0,1,2,1,2,0,6,1,0,0,0,1
1610,24250,gavina,F411 Coffee,1,0,0,0,0,1,3,1,1,1,6,1,0,0,1,0
2164,27022,ge,H213 Laundry Equipment,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,0
850,18838,genealogybank,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,4,5,1,4,0,13,0,0,0,2,1
1273,22951,genestra,D543 Nutritional Supplements,1,0,0,0,0,2,3,1,2,1,8,1,0,0,2,0
851,18841,geniusmonkey,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,4,5,1,2,1,12,1,0,0,4,2
1427,23622,genostim,D543 Nutritional Supplements,0,0,1,0,0,2,3,1,2,0,8,1,0,0,2,1
2117,26867,gentherm,H142 Bedding & Linens,0,0,1,0,0,3,2,1,2,0,8,1,0,0,2,0
1844,25794,gerber,G411 Fishing Tackle & Equipment,0,0,1,0,0,2,2,1,2,0,6,0,0,0,2,0
852,18851,getresponse,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,2,4,1,3,1,11,2,0,0,3,1
1627,24331,ghirardelli,F413 Cocoa & Milk Additives,0,0,0,0,0,4,4,1,2,1,11,0,0,0,3,0
2044,26677,ghostbed,H122 Mattresses & Box Springs,0,1,0,0,0,0,2,1,4,0,8,1,0,0,1,1
1274,22952,ghr,D543 Nutritional Supplements,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0
1988,26531,gibson,"H111 Dinnerware, Glassware & Pottery",0,0,1,0,0,1,2,1,2,0,6,1,0,0,1,1
23,101,gill,A141 Sportswear & Athleticwear,0,0,1,0,0,2,1,1,1,0,4,0,0,0,1,0
1155,22455,gillette,D439 Mens Shaving Equipment & Supplies General Promotion,0,0,0,0,0,2,3,1,3,1,8,0,0,0,3,0
97,413,gillz,A141 Sportswear & Athleticwear,0,0,0,1,0,2,1,1,1,0,5,1,0,0,1,0
24,102,giordana,A141 Sportswear & Athleticwear,1,0,0,0,0,2,4,1,2,1,8,0,0,0,1,1
1914,26021,giro,G499 Sporting Goods General Promotion,0,0,0,0,0,1,2,1,1,1,4,0,0,0,1,1
277,1375,givenchy,A411 Handbags,0,0,0,0,0,2,2,1,1,1,8,2,0,0,3,0
1888,25958,glade,"G451 Snow Skis, Boards, Blades & Accessories",0,0,0,0,0,1,2,1,2,1,5,0,0,0,1,0
2365,27710,glidden,H631 Paint,0,0,1,0,0,2,2,1,3,0,7,0,0,0,2,0
2256,27347,globe,H625 Security & Fire Safety Systems,0,0,0,0,0,1,2,1,2,1,5,0,0,0,1,1
491,4478,globofran,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,3,3,1,2,0,9,1,0,0,0,2
98,416,globus,A141 Sportswear & Athleticwear,0,0,0,1,0,1,2,1,2,0,6,1,0,0,0,2
1100,22043,glossier,"D149 Face Makeup, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,1,0,0,2,3,1,1,0,8,2,0,0,1,1
736,15897,glowforge,B521 Printers & Printing Accessories,0,0,0,0,0,3,3,1,2,1,9,1,0,0,1,2
1189,22590,glucerna,D543 Nutritional Supplements,1,0,0,0,0,3,3,1,1,1,8,0,0,0,1,1
1275,22957,glucocil,D543 Nutritional Supplements,0,0,1,0,0,2,3,1,1,0,8,0,0,0,1,2
1276,22958,glucopure,D543 Nutritional Supplements,0,0,0,0,0,2,4,1,2,1,9,0,0,0,1,3
1428,23624,gnc,D543 Nutritional Supplements,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0
1915,26022,goalpost,G499 Sporting Goods General Promotion,0,1,0,0,0,1,3,1,3,0,8,1,0,0,0,2
1916,26024,goalsetter,G499 Sporting Goods General Promotion,0,0,1,0,0,2,4,1,3,0,10,1,0,0,2,1
1889,25959,gogglesoc,"G451 Snow Skis, Boards, Blades & Accessories",0,0,0,0,0,1,3,1,3,0,9,1,0,0,1,2
1018,21181,gogig,B913 Employment Agencies,0,1,0,0,0,0,2,1,3,0,5,0,0,0,1,1
2409,27901,goirishtours,T412 Cruise Ship Travel,0,0,0,1,0,2,5,1,2,0,12,2,0,0,2,2
1066,21922,gojo,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,0,2,1,1,1,4,1,0,0,0,2
790,16784,goldbergs,"B641 TV Networks, Stations & Production Cos",0,0,0,1,0,2,2,1,4,0,9,1,0,0,1,1
1595,24157,goldfish,F343 Cookies & Crackers,0,0,0,1,0,1,2,1,2,0,8,2,0,0,1,1
464,3800,goldmoney,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,4,3,1,2,1,9,0,0,0,2,2
1190,22591,gomacro,D543 Nutritional Supplements,0,0,0,0,0,2,3,1,1,1,7,0,0,0,0,2
701,13736,gomedicare,B430 Insurance Agencies & Brokers,0,0,0,0,0,2,5,1,2,1,10,0,0,0,3,1
616,8959,gonetspeed,B225 Internet Service Providers (ISP),0,1,0,0,0,1,4,1,4,0,10,1,0,0,2,1
1277,22968,goodbelly,D543 Nutritional Supplements,0,0,0,0,0,3,3,1,3,1,9,0,0,0,2,1
319,1514,goodr,A430 Sunglasses,0,0,1,0,0,1,2,1,2,0,5,0,0,0,0,1
99,417,goodthreads,A141 Sportswear & Athleticwear,0,0,0,1,0,1,4,1,4,0,11,2,0,0,1,1
1170,22516,goodys,D511 Pain Remedies,0,0,0,1,0,1,2,1,2,0,6,1,0,0,0,1
1067,21923,goop,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,1,0,0,0,0,2,1,2,0,4,0,0,0,0,1
1727,24853,gopro,G141 Cameras (Excl Video),0,0,0,0,0,1,2,1,2,1,5,0,0,0,0,2
395,2831,gotham,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,1,2,1,2,0,6,1,0,0,0,1
1490,23846,goya,F122 Cooking Oils,1,0,0,0,0,1,2,1,1,1,4,0,0,0,0,1
100,418,gq,A141 Sportswear & Athleticwear,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
1530,23966,graeters,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,2,3,1,2,0,8,1,0,0,2,0
1577,24090,grandmas,F343 Cookies & Crackers,0,0,0,1,0,3,2,1,2,0,8,1,0,0,0,0
1789,25327,grandys,G323 Casual Dining Restaurants,0,0,0,1,0,3,1,1,2,0,7,1,0,0,0,0
853,18903,graphicriver,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,0,3,4,1,2,0,12,1,0,0,3,0
101,419,grayers,A141 Sportswear & Athleticwear,0,0,0,1,0,3,2,1,1,0,7,1,0,0,1,0
227,1032,greats,A321 Sneakers,0,0,0,1,0,1,2,1,2,0,6,1,0,0,1,0
2257,27350,grecon,H625 Security & Fire Safety Systems,0,0,1,0,0,2,2,1,1,0,6,0,0,0,1,1
102,420,greenco,A141 Sportswear & Athleticwear,0,0,0,0,0,2,3,1,1,1,7,0,0,0,1,1
854,18910,greenfield,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,3,4,1,2,0,10,1,0,0,2,0
1642,24367,grippos,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,0,1,2,1,3,0,7,1,0,0,1,1
476,4218,groundfloor,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,4,4,1,2,0,11,1,0,0,0,2
742,15918,gskink,B521 Printers & Printing Accessories,0,1,0,0,0,1,1,1,3,0,6,1,0,0,1,0
2258,27353,guardzilla,H625 Security & Fire Safety Systems,1,0,0,0,0,3,4,1,2,1,10,1,0,0,1,1
179,799,gucci,A311 Womens Shoes & Boots,0,0,0,0,0,0,2,1,1,1,5,0,0,0,1,1
396,2834,guggenheim,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,2,4,1,3,0,10,0,0,0,2,1
1719,24805,guinness,F611 Regular Beer & Ale,0,0,0,1,0,2,3,1,1,0,8,2,0,0,2,1
855,18933,gumgum,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,0,2,2,1,2,0,6,0,0,0,0,2
2452,34208,gundealio,V365 Sporting Goods Stores,0,0,0,0,0,2,5,1,2,1,9,0,0,0,2,2
947,20666,gunlocke,B721 Office Furniture & Accessories,0,0,0,0,0,2,3,1,2,1,8,0,0,0,1,2
180,801,gurus,A311 Womens Shoes & Boots,0,0,0,1,0,1,2,1,1,0,5,1,0,0,0,2
617,8962,gvtc,B225 Internet Service Providers (ISP),0,0,0,0,0,0,0,1,2,0,4,1,0,0,0,0
103,427,haggar,A141 Sportswear & Athleticwear,0,0,1,0,0,1,2,0,2,0,6,0,0,0,0,0
2437,30956,hairclub,V131 Beauty Shops,0,1,0,0,0,2,3,0,1,0,8,0,0,0,1,1
2438,30957,hairdirect,V131 Beauty Shops,0,1,0,0,0,2,4,0,2,0,10,0,0,0,3,0
1790,25333,hakkasan,G323 Casual Dining Restaurants,0,0,1,0,0,1,3,0,2,0,8,1,0,0,0,0
1845,25795,halco,G411 Fishing Tackle & Equipment,0,0,0,0,0,1,2,0,0,1,5,0,0,0,0,1
948,20667,halcon,B721 Office Furniture & Accessories,0,0,1,0,0,2,2,0,0,0,6,0,0,0,0,1
492,4498,halkbank,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,0,2,2,0,3,0,8,0,0,0,0,0
973,20735,hallmark,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,1,0,0,0,4,2,0,1,0,8,0,0,0,0,0
1970,26442,halo,G613 Cat & Dog Food Combination,0,0,0,0,0,1,2,0,0,1,4,0,0,0,0,1
1707,24701,hamms,F611 Regular Beer & Ale,0,0,0,1,0,2,1,0,0,0,5,1,0,0,0,0
104,430,hanes,A141 Sportswear & Athleticwear,0,0,0,1,0,1,2,0,0,0,5,1,0,0,1,0
702,13785,hanover,B430 Insurance Agencies & Brokers,0,0,1,0,0,2,3,0,0,0,7,1,0,0,1,1
2259,27354,hanwha,H625 Security & Fire Safety Systems,1,0,0,0,0,2,2,0,0,1,6,0,0,0,0,0
1708,24702,harpoon,F611 Regular Beer & Ale,0,0,1,0,0,2,3,0,1,0,7,0,0,0,0,1
791,16791,harry,"B641 TV Networks, Stations & Production Cos",0,0,0,0,0,3,1,0,0,1,5,0,0,0,1,0
1156,22459,harrys,D439 Mens Shaving Equipment & Supplies General Promotion,0,0,0,1,0,3,1,0,0,0,6,1,0,0,0,0
2045,26679,hastens,H122 Mattresses & Box Springs,0,0,0,1,0,1,2,0,1,0,7,2,0,0,1,0
1950,26374,hatchimals,G511 Elec & Video Games & Sftwr (Excl PC&Net),0,0,0,1,0,2,3,0,1,0,10,2,0,0,1,0
1709,24703,hatuey,F611 Regular Beer & Ale,0,0,0,0,0,1,3,0,1,1,6,0,0,0,2,1
181,804,havaianas,A311 Womens Shoes & Boots,0,0,0,1,0,1,5,0,0,0,9,2,0,0,1,0
949,20668,haworth,B721 Office Furniture & Accessories,0,0,0,1,0,2,2,0,1,0,7,1,0,0,0,1
465,3816,hawthorn,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,3,2,0,1,0,8,1,0,0,0,1
350,1930,hbl,B111 Credit Cards,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
105,437,healincomfort,A141 Sportswear & Athleticwear,0,1,0,0,0,4,5,0,1,0,13,1,0,0,2,2
1278,22986,heartisan,D543 Nutritional Supplements,0,0,1,0,0,2,4,0,1,0,9,1,0,0,2,0
519,5585,hecm,B124 Loan/Credit Products & Services (Consumer),0,0,1,0,0,1,1,0,0,0,4,0,0,0,1,0
2191,27100,hefty,H339 Household Paper Products: Comb & NEC,0,0,0,0,0,1,1,0,1,1,5,1,0,0,2,0
1672,24500,heineken,F611 Regular Beer & Ale,0,0,1,0,0,2,4,0,1,0,8,0,0,0,3,0
1279,22987,hellolife,D543 Nutritional Supplements,0,0,0,0,0,3,4,0,0,1,9,1,0,0,3,1
2260,27357,hemco,H625 Security & Fire Safety Systems,0,0,0,0,0,1,2,0,0,1,5,0,0,0,1,1
1280,22989,hempx,D543 Nutritional Supplements,0,0,0,0,0,1,1,0,1,0,5,0,0,0,1,0
1710,24704,hensley,F611 Regular Beer & Ale,0,0,0,0,0,3,2,0,0,1,7,1,0,0,3,0
1990,26539,herend,"H111 Dinnerware, Glassware & Pottery",0,1,0,0,0,2,2,0,1,0,6,0,0,0,2,0
182,805,hermes,A311 Womens Shoes & Boots,0,0,0,1,0,2,2,0,0,0,6,1,0,0,2,0
1628,24334,hersheys,F413 Cocoa & Milk Additives,0,0,0,1,0,2,2,0,0,0,8,2,0,0,2,0
1281,22991,hexapro,D543 Nutritional Supplements,0,0,0,0,0,1,3,0,1,1,7,0,0,0,1,1
2355,27670,hexarmor,H625 Security & Fire Safety Systems,0,0,1,0,0,3,3,0,0,0,8,0,0,0,1,1
767,16241,hexonet,"B541 Web Design, Domain & Hosting Services",0,1,0,0,0,1,3,0,1,0,7,0,0,0,2,1
2261,27358,hid,H625 Security & Fire Safety Systems,0,1,0,0,0,0,1,0,1,0,3,0,0,0,1,0
397,2845,highmark,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,0,2,2,0,2,0,8,0,0,0,1,0
520,5591,hightechlending,B124 Loan/Credit Products & Services (Consumer),0,1,1,0,0,3,4,0,4,0,15,1,0,0,4,0
2377,27759,hillsboro,"T139 Vehicles, Sales & Leasing: Comb Copy&NEC",0,0,0,0,0,3,3,0,1,1,9,1,0,0,1,2
1282,22994,hims,D543 Nutritional Supplements,0,0,0,1,0,1,1,0,0,0,4,1,0,0,1,0
106,442,hincapie,A141 Sportswear & Athleticwear,0,0,0,0,0,1,4,0,1,1,8,0,0,0,2,0
2179,27062,hindlepower,H310 Household Batteries,0,0,1,0,0,4,4,0,2,0,11,0,0,0,3,1
1940,26076,hipshotdot,G511 Elec & Video Games & Sftwr (Excl PC&Net),0,1,0,0,0,0,3,0,4,0,10,1,0,0,1,2
747,15935,hitachi,B521 Printers & Printing Accessories,0,0,0,0,0,0,3,0,1,1,7,1,0,0,2,0
2262,27359,hive,H625 Security & Fire Safety Systems,0,0,0,0,0,0,2,0,0,1,4,1,0,0,2,0
280,1383,hobo,A411 Handbags,0,0,0,0,0,0,2,0,1,1,4,0,0,0,0,2
1720,24808,hoboken,F611 Regular Beer & Ale,0,0,1,0,0,1,3,0,2,0,7,0,0,0,1,2
1531,23974,holanda,"F313 Ice Cream, Frozen Novelties & Sherbet",1,0,0,0,0,2,3,0,1,1,7,0,0,0,0,1
107,444,hollister,A141 Sportswear & Athleticwear,0,0,1,0,0,3,3,0,1,0,9,1,0,0,2,1
2263,27360,holmatro,H625 Security & Fire Safety Systems,0,0,0,0,0,3,3,0,1,1,8,0,0,0,0,2
521,5614,homeloans,B124 Loan/Credit Products & Services (Consumer),0,0,0,1,0,3,4,0,0,0,9,1,0,0,1,2
2219,27204,honeywell,H625 Security & Fire Safety Systems,0,0,1,0,0,5,3,0,0,0,9,0,0,0,2,1
1846,25798,hookspit,G411 Fishing Tackle & Equipment,0,1,0,0,0,0,3,0,3,0,8,1,0,0,1,1
1791,25342,hooters,G323 Casual Dining Restaurants,0,0,0,1,0,1,3,0,1,0,7,1,0,0,1,1
1792,25343,hoots,G323 Casual Dining Restaurants,0,0,0,1,0,0,2,0,1,0,5,1,0,0,0,1
398,2847,horizons,B122 Investment Products & Services (Excluding Retirement),0,0,0,1,0,2,3,0,0,0,8,2,0,0,1,2
1283,22995,hormosex,D543 Nutritional Supplements,0,0,0,0,0,2,3,0,0,0,8,1,0,0,1,2
1793,25348,houlihans,G323 Casual Dining Restaurants,0,0,0,1,0,2,4,0,0,0,9,1,0,0,1,1
1728,24856,hovercam,G141 Cameras (Excl Video),0,0,1,0,0,2,3,0,0,0,8,1,0,0,1,1
1991,26542,howw,"H111 Dinnerware, Glassware & Pottery",0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,1
724,15803,hp,B511 Desktop Computers,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0
618,8970,htc,B225 Internet Service Providers (ISP),0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
756,16036,htmlburger,"B541 Web Design, Domain & Hosting Services",0,0,1,0,0,4,2,0,3,0,10,0,0,0,1,1
2453,34221,huckberry,V365 Sporting Goods Stores,0,0,0,0,0,3,2,0,2,1,9,0,0,0,2,1
1532,23976,hudsonville,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,3,4,0,1,1,11,2,0,0,2,2
2165,27025,huebsch,H213 Laundry Equipment,0,0,0,1,0,0,2,0,1,0,7,2,0,0,1,1
619,8972,hughesnet,B225 Internet Service Providers (ISP),0,1,0,0,0,1,3,0,2,0,9,1,0,0,2,1
25,105,huk,A141 Sportswear & Athleticwear,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,1
688,11627,humankind,"B322 Religious, Charitable & Humanitarian",0,1,0,0,0,3,3,0,2,0,9,0,0,0,1,1
1284,22997,humann,D543 Nutritional Supplements,0,0,1,0,0,3,2,0,0,0,6,0,0,0,0,1
377,2477,huskypro,B111 Credit Cards,0,0,0,0,0,2,2,0,2,1,8,1,0,0,0,2
1971,26449,husse,G613 Cat & Dog Food Combination,0,0,0,0,0,0,2,0,0,1,5,2,0,0,1,1
1847,25799,hydrowave,G411 Fishing Tackle & Equipment,0,0,0,0,0,3,3,0,1,1,9,1,0,0,1,1
2119,26877,hygrocotton,H142 Bedding & Linens,0,0,1,0,0,3,3,0,3,0,11,0,0,0,0,3
1409,23548,hylands,D543 Nutritional Supplements,0,0,0,1,0,3,1,0,1,0,7,1,0,0,0,0
26,107,hylete,A141 Sportswear & Athleticwear,0,0,0,0,0,2,2,0,1,1,6,0,0,0,2,0
2046,26683,hyphen,H122 Mattresses & Box Springs,0,0,1,0,0,2,1,0,1,0,6,0,0,0,1,0
2339,27605,hypr,H625 Security & Fire Safety Systems,0,0,1,0,0,2,0,0,1,0,4,0,0,0,0,0
522,5640,iberiabank,B124 Loan/Credit Products & Services (Consumer),0,1,0,0,0,2,5,0,3,0,10,0,1,0,3,0
1285,23003,ibgard,D543 Nutritional Supplements,0,1,0,0,0,1,2,0,3,0,6,0,1,0,1,0
1673,24506,icehouse,F611 Regular Beer & Ale,0,0,0,0,0,0,5,0,0,1,8,1,1,0,3,1
1429,23634,icelandirect,D543 Nutritional Supplements,0,1,0,0,0,3,5,0,2,0,12,0,1,0,4,0
1286,23004,ico,D543 Nutritional Supplements,0,0,0,0,0,0,2,0,0,1,3,0,1,0,1,1
399,2852,icon,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,1,2,0,0,0,4,0,1,0,1,1
574,8210,idamortgage,B124 Loan/Credit Products & Services (Consumer),0,0,0,0,0,2,5,0,4,1,11,0,1,0,2,1
2366,27713,ideapaint,H631 Paint,0,1,0,0,0,1,5,0,3,0,9,0,1,0,3,0
950,20670,ideum,B721 Office Furniture & Accessories,0,0,1,0,0,1,3,0,1,0,5,0,1,0,2,1
575,8212,ifs,B124 Loan/Credit Products & Services (Consumer),0,0,0,1,0,0,1,0,0,0,3,2,1,0,1,0
2120,26880,igloo,H142 Bedding & Linens,0,0,0,0,0,1,3,0,1,1,5,0,1,0,1,1
1287,23006,ignite,D543 Nutritional Supplements,0,0,0,0,0,1,3,0,2,1,6,0,1,0,3,0
856,19025,ignitionone,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,3,6,0,2,1,11,0,1,0,4,2
1794,25353,ihop,G323 Casual Dining Restaurants,0,1,0,0,0,0,2,0,1,0,4,0,1,0,1,1
321,1520,illesteva,A430 Sunglasses,1,0,0,0,0,2,4,0,1,1,9,2,1,0,3,0
1019,21252,imagemakers,B913 Employment Agencies,0,0,0,1,0,3,5,0,2,0,11,1,1,0,3,0
2264,27365,imaxalarm,H625 Security & Fire Safety Systems,0,0,1,0,0,4,4,0,0,0,9,0,1,0,1,0
1288,23008,immunocal,D543 Nutritional Supplements,0,0,1,0,0,4,4,0,0,0,9,0,1,0,1,2
2265,27366,impacto,H625 Security & Fire Safety Systems,0,0,0,0,0,1,3,0,2,1,7,0,1,0,1,1
183,808,impo,A311 Womens Shoes & Boots,0,0,0,0,0,1,2,0,1,1,4,0,1,0,1,1
1992,26544,imusa,"H111 Dinnerware, Glassware & Pottery",1,0,0,0,0,1,3,0,0,1,5,1,1,0,1,1
2266,27367,inalarm,H625 Security & Fire Safety Systems,0,0,1,0,0,4,3,0,0,0,7,0,1,0,1,0
857,19056,incentrev,"B651 Advertising, Marketing & Printing Svcs",0,0,0,1,0,3,3,0,1,0,9,1,1,0,3,0
951,20671,indiana,B721 Office Furniture & Accessories,1,0,0,0,0,2,4,0,1,1,7,0,1,0,2,0
1674,24508,indio,F611 Regular Beer & Ale,0,0,0,0,0,1,3,0,1,1,5,0,1,0,2,1
729,15838,inkjet,B521 Printers & Printing Accessories,0,1,0,0,0,1,2,0,2,0,6,1,1,0,2,0
952,20672,innovant,B721 Office Furniture & Accessories,0,1,0,0,0,3,3,0,1,0,8,1,1,0,1,1
493,4528,inportal,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,3,3,0,2,0,8,0,1,0,1,1
757,16046,inspiresmart,"B541 Web Design, Domain & Hosting Services",0,1,0,0,0,4,4,0,2,0,12,2,1,0,3,0
1136,22363,instadazzle,D211 Toothpaste & Whiteners,0,0,0,0,0,2,4,0,2,1,11,3,1,0,2,0
1289,23014,instaflex,D543 Nutritional Supplements,0,0,0,0,0,2,3,0,1,0,9,2,1,0,2,0
494,4530,instinet,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,0,2,3,0,2,0,8,1,1,0,3,0
1290,23016,instone,D543 Nutritional Supplements,0,0,0,0,0,2,3,0,1,1,7,1,1,0,2,1
703,13897,insubuy,B430 Insurance Agencies & Brokers,0,0,0,0,0,2,3,0,1,1,7,1,1,0,2,2
576,8218,insuradvance,B124 Loan/Credit Products & Services (Consumer),0,0,0,0,0,3,5,0,1,1,12,2,1,0,2,1
704,13936,insurancebee,B430 Insurance Agencies & Brokers,0,0,0,0,0,3,6,0,1,1,12,1,1,0,3,1
705,13937,insurancehub,B430 Insurance Agencies & Brokers,0,1,0,0,0,3,5,0,1,0,12,1,1,0,2,2
706,13949,insurednation,B430 Insurance Agencies & Brokers,0,0,1,0,0,4,6,0,2,0,13,1,1,0,3,2
737,15899,intamsys,B521 Printers & Printing Accessories,0,0,0,1,0,3,2,0,1,0,8,2,1,0,1,0
577,8219,intech,B124 Loan/Credit Products & Services (Consumer),0,0,0,1,0,1,2,0,1,0,6,1,1,0,2,0
2047,26685,intellibed,H122 Mattresses & Box Springs,0,1,0,0,0,3,4,0,3,0,10,0,1,0,4,0
495,4532,intellicentrics,B122 Investment Products & Services (Excluding Retirement),0,0,0,1,0,5,5,0,2,0,15,1,1,0,5,0
27,109,intelliskin,A141 Sportswear & Athleticwear,0,0,1,0,0,4,4,0,2,0,11,1,1,0,4,0
1137,22364,intelliwhite,D211 Toothpaste & Whiteners,0,0,0,0,0,4,5,0,2,1,12,0,1,0,5,0
2267,27369,interlogix,H625 Security & Fire Safety Systems,0,0,0,0,0,3,4,0,2,0,10,0,1,0,3,1
2180,27063,interstate,H310 Household Batteries,0,0,0,0,0,2,4,0,3,1,10,1,1,0,3,0
400,2857,invesco,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,1,3,0,0,1,7,2,1,0,2,1
2208,27168,invinceable,H432 Multipurpose Cleaners (Cleansers),0,0,0,0,0,3,5,0,1,1,11,1,1,0,4,0
2268,27370,invixium,H625 Security & Fire Safety Systems,0,0,1,0,0,2,4,0,0,0,8,1,1,0,3,1
1020,21266,ires,B913 Employment Agencies,0,0,0,1,0,1,2,0,0,0,4,1,1,0,2,0
2269,27371,iris,H625 Security & Fire Safety Systems,0,0,0,1,0,1,2,0,0,0,4,1,1,0,2,0
28,112,isadore,A141 Sportswear & Athleticwear,0,0,0,0,0,1,4,0,1,1,7,1,1,0,2,1
1430,23640,isagenix,D543 Nutritional Supplements,0,0,0,0,0,1,4,0,1,0,8,1,1,0,3,0
1068,21929,isdin,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,1,0,0,1,2,0,1,0,5,1,1,0,2,0
1795,25357,islands,G323 Casual Dining Restaurants,0,0,0,1,0,2,2,0,1,0,7,2,1,0,1,0
1291,23024,isoflex,D543 Nutritional Supplements,0,0,0,0,0,1,3,0,0,0,7,2,1,0,2,1
